from to distance betweenness top10
4795 7873 97.564644 27915295.5129 9801
11224 11225 13.70752 27894777.7256 9801
10805 11225 48.855629 27891285.5755 9801
10063 12344 72.099632 27861642.9404 9801
7873 10063 62.935623 27850257.9642 9801
9831 13337 14.040959 27809757.9897 9801
1326 3555 13.095163 27808476.9095 9801
3555 13337 57.83527 27808455.4013 9801
6787 7886 36.174889 27762954.093 9801
3014 6787 118.751579 27758877.2224 9801
3869 9094 23.011423 27643393.2649 9801
688 3869 12.886117 27642157.8985 9801
688 10490 21.786268 27641913.0943 9801
17267 17268 278.721191 27516876.3752 9801
2998 4795 53.811207 26021124.6579 9801
2998 17432 127.064987 25322372.2531 9801
13802 14619 120.254753 24844876.786 9801
10990 13802 4.951009 24834662.4192 9801
9653 10990 46.457348 24825928.5376 9801
2980 5585 77.680069 24811677.4005 9801
1571 2980 47.314453 24782790.6358 9801
1571 17786 60.091797 24727397.5625 9801
17170 17786 18.133545 24676416.2405 9801
6661 17170 103.221436 24553188.4318 9801
6661 18262 203.707199 24292027.2472 9801
12481 13738 54.573853 24166767.2581 9801
13738 18032 233.212097 24138040.5417 9801
18032 18122 8.110248 24109477.2445 9801
676 18122 81.215172 24081125.9426 9801
676 1521 43.571491 23611699.9006 9801
7346 13991 203.658524 23291374.1499 9801
8380 13320 152.058945 23238869.4561 9801
7346 7347 138.599121 22858538.0206 9801
18204 18262 24.408535 22792586.3435 9801
13320 18204 150.655411 22690483.1627 9801
1235 14131 161.799896 22421918.9463 9801
6653 12323 6.368376 22227061.1239 9801
2603 10934 107.274452 21980559.8907 9801
2472 2603 20.237267 21968797.3523 9801
1475 2472 138.147369 21960760.626 9801
11343 13531 242.602905 21890689.2927 9801
1773 10021 10.258916 21768921.1009 9801
2069 10021 4.374091 21713482.7396 9801
1294 4828 108.971458 21560657.2625 9801
4828 7291 76.77919 21539536.5823 9801
7291 10810 101.929131 21519998.6005 9801
5422 13531 257.172455 21471321.3883 9801
7331 7947 22.731316 20803067.8399 9801
15326 16846 48.033844 20678989.8515 9801
5990 6328 10.780429 20505845.8603 9801
3517 3700 9.440531 20413809.6454 9801
3700 4519 29.939402 20376993.9427 9801
4546 5949 45.66386 20364932.2152 9801
4519 5962 44.536194 20360377.4852 9801
6328 7331 34.888168 20196452.8899 9801
10934 11113 23.517658 19854629.8945 9801
11113 11343 28.284842 19727315.6385 9801
1235 4262 73.24733 19363636.4217 9801
12520 18056 170.027222 18917946.0865 9801
12520 17981 180.119217 18894448.2065 9801
5129 7157 112.116035 18625730.8445 9801
5756 5796 135.559921 18559284.8429 9801
2807 5796 99.24073 18547954.6494 9801
2807 6772 17.813335 18528771.1061 9801
6772 16583 25.152962 18522388.4453 9801
17267 17322 138.605652 18463315.4525 9801
4262 14130 162.476135 18314961.0333 9801
14130 14131 74.629883 18313391.608 9801
3999 13991 253.887405 18254118.1638 9801
1521 14748 443.950745 18249081.5507 9801
14748 14805 348.784515 18235756.7044 9801
16583 16710 15.794867 18171464.7809 9801
16710 16798 77.726341 18167496.4172 9801
9136 9251 277.211792 18081096.5389 9801
16798 16846 19.849375 18024491.1418 9801
1446 10792 62.788624 17651344.6552 9801
132 1446 37.661865 17623415.5209 9801
132 15075 101.838051 17522637.4102 9801
8505 15075 202.250122 17462007.594 9801
5611 12301 200.869308 17350083.1269 9801
5221 5611 12.646024 17322167.8504 9801
1475 13438 77.991135 16934549.3197 9801
7534 13438 109.01651 16914962.8048 9801
7534 9251 48.844566 16901945.2711 9801
14805 14807 42.645752 16461941.3432 9801
6080 6130 71.597572 16420009.526 9801
5658 11555 90.761551 16391503.9328 9801
6130 13233 169.098465 16381018.1058 9801
12450 13233 16.135391 16375936.6818 9801
5658 12495 48.221657 16365861.9122 9801
12450 13039 134.263611 16364296.5065 9801
12495 12625 11.453191 16353223.9192 9801
12895 13039 17.268467 16344928.4253 9801
12851 12895 9.244219 16342642.8613 9801
12625 12851 37.499424 16341223.4206 9801
16207 16208 6.092285 16186837.346 9801
5243 16208 173.666931 16161894.3189 9801
5243 6209 101.778824 16125084.1691 9801
14806 14807 6.092285 16122155.3979 9801
14806 14861 211.710663 16092743.6153 9801
14861 14862 21.322754 16042949.3118 9801
3465 13105 75.651466 15995099.7958 9801
2069 17933 1.148229 15991600.921 9801
7866 8877 28.55541 15947113.9241 9801
1869 17322 253.85965 15916203.555 9801
4450 14862 208.004913 15861977.4579 9801
4450 7680 69.208366 15853126.9329 9801
12426 17193 150.664337 15818475.3841 9801
521 7680 555.935303 15797876.7714 9801
8701 12102 156.440903 15773667.5952 9801
1155 3287 566.496582 15736954.1258 9801
8283 8380 70.116554 15713842.3394 9801
10792 12426 51.61084 15704240.2227 9801
6209 12102 130.449142 15667563.7597 9801
3465 3517 2.064968 15576595.0684 9801
6129 17085 329.000275 15418856.7501 9801
17193 17555 163.515625 15350778.2382 9801
5221 17555 26.213182 15341187.5935 9801
6080 6272 134.145874 15322628.9637 9801
368 8889 66.666611 15306026.7569 9801
8186 8283 3.178309 15207483.4949 9801
1325 8186 210.633194 15176218.4872 9801
1264 1325 71.597572 15114460.6846 9801
8028 9251 304.39444 15079885.7331 9801
7866 8836 30.567507 15026114.2627 9801
1264 16556 89.324547 14982037.4088 9801
16418 16556 4.453371 14951783.4418 9801
3287 17038 258.553436 14932418.3833 9801
12869 16418 110.290619 14922491.2576 9801
10323 10810 19.654902 14918591.2618 9801
6129 6272 129.528061 14909201.7467 9801
10323 11741 8.284345 14890294.4941 9801
325 18245 9.882254 14889728.2331 9801
1244 17038 74.443916 14875102.2294 9801
11741 13892 72.549919 14869436.2411 9801
1244 1575 10.780326 14846566.7598 9801
1869 5192 34.984375 14834822.9073 9801
8836 9831 29.450415 14785419.7647 9801
1868 5192 105.137207 14777756.14 9801
16207 16461 8.020508 14763427.7445 9801
8645 16461 96.582031 14751615.1108 9801
140 8050 32.852684 14741157.4123 9801
8645 11036 110.880798 14741081.1276 9801
1485 11036 164.812668 14733459.7615 9801
140 325 47.543568 14730500.0903 9801
8050 11496 23.69269 14729263.0968 9801
1485 12691 131.806152 14716006.6967 9801
1484 12691 149.960938 14695336.6199 9801
13892 14634 22.304199 14681880.8272 9801
4186 8181 134.543945 14673597.2767 9801
8208 14634 28.556284 14668471.7981 9801
6176 9136 87.996155 14618291.4028 9801
5756 6176 13.359894 14599694.5026 9801
6288 6337 48.757755 14548082.7261 9801
7257 12392 133.705368 14523977.1701 9801
1575 4186 432.375671 14519423.8309 9801
7257 9052 95.928291 14514455.8832 9801
8889 9052 17.918911 14510372.5132 9801
2393 7347 150.647949 14432540.2108 9801
14511 17808 100.443687 14432384.0731 9801
1321 17808 51.610352 14366527.9427 9801
1438 1611 17.658419 14351289.2961 9801
11272 18245 65.506836 14280365.3521 9801
11271 11272 12.18457 14273607.209 9801
11271 11273 27.415283 14267889.7531 9801
1438 1484 35.058022 14165836.7918 9801
11273 11496 7.610792 14085386.2816 9801
8181 18156 311.830505 14082917.6556 9801
18156 18200 1.283203 14054159.727 9801
8208 16565 30.116217 14030293.8798 9801
875 17981 44.250652 14009675.1686 9801
88 18200 4.18457 13998661.4741 9801
88 435 9.76416 13971458.5145 9801
435 1169 20.978701 13946127.7709 9801
10490 10716 22.43446 13929766.9442 9801
1169 16781 113.157654 13896771.4074 9801
1611 17748 6.496207 13873474.7086 9801
176 17748 70.223175 13855499.8302 9801
7157 7997 30.184307 13790397.5244 9801
13894 16781 58.419777 13775436.2623 9801
7997 9691 100.263611 13761668.8706 9801
10716 10805 9.554708 13755765.0246 9801
368 11487 227.952652 13752070.6716 9801
11895 15137 8.417497 13743482.9789 9801
3201 11895 36.50198 13735439.8055 9801
3201 13789 279.31073 13728621.6489 9801
176 15137 69.445221 13719516.6107 9801
10490 10658 7.211687 13715071.3697 9801
10658 10805 8.689213 13676613.0836 9801
13789 13867 15.483911 13657255.9259 9801
10824 12323 33.472862 13624981.2823 9801
6505 6740 8.906721 13619197.8552 9801
6422 6505 2.789551 13608067.2115 9801
6894 7287 15.527749 13603767.3672 9801
7287 12481 223.690384 13518939.5851 9801
13894 14224 9.76416 13496682.5719 9801
14224 14488 8.369629 13474649.5664 9801
14488 17366 88.718124 13453107.0603 9801
5987 6422 13.95435 13357700.6596 9801
2896 3427 59.875839 13356637.8138 9801
9829 13075 101.838051 13336594.0978 9801
9829 12392 25.900349 13325632.4359 9801
5001 5962 29.29248 13283780.304 9801
4474 5001 15.419146 13261515.1125 9801
3649 4474 27.390152 13180755.1385 9801
3427 3516 6.700118 13176085.9205 9801
3516 3649 5.176012 13165557.6407 9801
1915 13075 284.831543 13113454.2472 9801
13867 14057 24.999737 13045097.0664 9801
14057 15502 177.455429 13031786.1404 9801
15502 15888 35.316681 13019757.5437 9801
15763 15888 5.353797 13012310.5185 9801
8877 9831 28.554934 12984952.1307 9801
17116 17366 172.247574 12963238.082 9801
2432 17116 108.787109 12925696.1445 9801
11515 17947 1.244808 12912488.8773 9801
1867 1915 132.514175 12884878.1029 9604
521 12715 188.302063 12786180.6883 9604
12227 12715 16.738281 12767251.5647 9604
15767 17432 48.875126 12745413.8639 9604
704 18100 25.10791 12743848.3897 9604
5519 12227 200.886856 12743596.2891 9604
1867 1868 140.12207 12579429.6707 9604
15843 17432 41.926895 12473869.6958 9604
2931 7467 132.618774 12465579.9541 9604
14619 15843 39.335342 12423124.2752 9604
2931 15696 130.7565 12407733.9541 9604
14619 15767 35.004837 12403249.4597 9604
1773 9324 7.728042 12362363.5494 9604
9324 9816 3.821807 12354448.1238 9604
7188 8513 40.48563 12325812.9597 9604
6951 7188 7.138998 12320750.2464 9604
6805 6951 4.453089 12316644.3184 9604
2578 2911 29.543554 12297879.8193 9604
9003 15696 52.912186 12292083.9541 9604
2578 9816 21.537195 12289218.7003 9604
9003 18014 26.465017 12263173.4541 9604
959 18014 48.36116 12234272.4541 9604
959 1218 11.496108 12211560.8659 9604
1218 2044 47.650124 12191500.4424 9604
494 874 55.861904 12187756.337 9604
494 7467 166.163849 12144349.1868 9604
6335 6337 120.322266 12139924.9048 9604
874 875 13.70752 12132145.1129 9604
6335 6336 18.276855 12119979.1195 9604
4313 4422 8.110538 12116750.0932 9604
10824 11768 27.939243 12114028.1468 9604
6336 12674 87.348351 12022622.9002 9604
12674 17305 259.928375 12008470.45 9604
4422 5158 40.803265 11944441.7499 9604
1114 11487 18.612604 11891483.6105 9604
5158 6055 47.202759 11871990.2997 9604
1114 1380 11.496108 11862730.0258 9604
1380 2784 84.603577 11833987.8698 9604
10732 11110 48.515656 11813328.3651 9604
11110 11555 56.576775 11783956.8332 9604
2920 18249 16.334047 11774968.8007 9604
2911 2920 0.279297 11724296.5625 9604
12034 14989 175.56543 11718983.8263 9604
11515 16565 42.103832 11713403.0954 9604
2784 3092 15.614179 11675290.5726 9604
3092 4802 89.180305 11662074.2768 9604
4313 18249 0.270873 11656959.8163 9604
6296 6805 17.351168 11473486.4059 9604
6055 6296 7.138998 11469244.7291 9604
14989 17552 119.985748 11410179.8603 9604
4802 5129 16.829584 11384150.6887 9604
8702 9179 20.65287 11369214.4868 9604
15761 16263 22.718363 11355935.4623 9604
13959 14329 11.567531 11321107.7599 9604
171 8028 47.106644 11303420.7555 9604
14329 15761 45.845287 11296649.3955 9604
12237 17870 6.74642 11209106.2278 9604
12237 16920 22.585649 11176458.5527 9604
17389 18148 23.907742 11148958.1231 9604
7886 8539 24.688282 11109186.2303 9604
2506 9095 42.841324 11092355.3939 9604
9179 17070 26.547537 11075976.1072 9604
2506 2774 19.39155 11075567.9042 9604
2774 3432 36.183613 11050266.3222 9604
3432 8239 47.552876 11033916.3822 9604
4546 4595 7.741955 11033876.8933 9604
4841 8239 33.412819 11026080.6194 9604
17389 18100 31.937996 10982298.1275 9604
7541 9095 89.588043 10966877.3747 9604
16384 16920 16.73877 10884694.2852 9604
14893 16384 46.031006 10849451.2973 9604
4595 5990 45.663315 10848850.7334 9604
14829 15887 261.372528 10837482.7666 9604
12481 14829 196.273483 10678041.1162 9604
1984 13105 6.350309 10637044.5384 9604
10968 17933 11.539292 10579665.5428 9604
2334 3014 34.183147 10424472.5698 9604
3560 17947 30.491699 10382691.0061 9604
8702 9231 15.419169 10365514.956 9604
17305 17306 79.199219 10283336.4606 9604
14937 17306 63.466873 10264927.0114 9604
13229 14937 91.765808 10230116.1631 9604
13229 16501 47.170029 10198219.0044 9604
9695 12869 100.521629 10193887.3327 9604
16501 17244 73.275627 10169761.0639 9604
1326 2174 37.042553 10068916.7762 9604
704 18148 30.892475 10036540.8016 9604
294 14817 32.928875 10027263.2021 9604
9493 9907 13.359664 10019731.7596 9604
9493 11545 32.716103 10007978.2273 9604
2912 9695 199.753342 9945138.24322 9604
1293 4710 128.775162 9932020.14284 9604
8923 9025 57.943432 9926649.43329 9604
2319 2449 21.729578 9924471.56957 9604
9907 10492 18.389622 9903532.81824 9604
1155 8923 293.671814 9897654.48596 9604
5404 5969 32.121605 9866255.85343 9604
5969 6115 7.390979 9844852.49123 9604
3613 14258 31.839626 9836930.77272 9604
4710 17345 74.571571 9832871.25905 9604
9231 17070 31.064713 9828706.22746 9604
998 3613 38.132114 9819358.20037 9604
998 2898 71.435532 9803390.63438 9604
813 17345 75.299522 9800556.54115 9604
2317 2898 5.547816 9788861.09288 9604
5949 5990 7.742108 9775944.34786 9604
2317 3750 23.818604 9775275.43597 9604
813 955 4.453402 9769101.53392 9604
17900 17901 59.399414 9685717.6609 9604
2249 2319 18.488512 9675851.72849 9604
171 11249 46.700752 9669662.26413 9604
17901 17904 68.537598 9666552.68242 9604
7000 14817 182.672119 9661001.2943 9604
955 1508 15.34375 9646456.05366 9604
1508 2216 23.761761 9616550.91729 9604
8380 8430 248.263687 9512160.42451 9604
14258 16263 50.447403 9496504.99988 9604
9939 10559 200.343842 9465310.96944 9604
5949 6636 23.482561 9391367.26218 9604
6636 7074 15.221584 9389236.58652 9604
7074 7247 5.783701 9389204.68574 9604
10822 11768 39.113506 9380290.30348 9604
1326 2334 34.332745 9320908.81848 9604
6653 9126 27.35759 9266956.60201 9604
9126 10822 1.718292 9257804.15132 9604
7247 7947 21.791779 9223403.15941 9604
1533 8505 213.439087 9221802.44932 9604
60 17700 76.251724 9168404.97864 9604
3957 6894 87.864258 9151855.66656 9604
60 17788 39.534817 9146620.47681 9604
1322 17244 141.23436 9121565.4038 9604
3999 6893 86.589882 9083230.10667 9604
1322 10837 61.032967 9066914.39149 9604
7000 17209 9.328147 9061557.49703 9604
17209 17503 116.055107 9044072.58652 9604
9691 10901 64.474632 9000995.47428 9604
10907 11077 278.77655 8982981.7062 9604
10901 11900 55.040638 8970922.58863 9604
2174 3014 28.554934 8908310.58197 9604
11900 14019 142.409317 8875857.67259 9604
14019 16003 109.310104 8855417.05746 9604
1109 3560 16.983383 8839813.65327 9604
2309 17268 100.431641 8836568.46525 9604
2347 7294 150.655167 8833102.7217 9604
8539 9653 30.725267 8829554.61896 9604
8430 8476 106.623383 8809831.92683 9604
2347 17267 101.82666 8809453.79423 9604
6497 12618 109.295937 8772464.0806 9604
2309 2347 278.72467 8768808.68026 9604
2347 2393 138.605652 8757060.37353 9604
8702 9180 15.221361 8752045.74808 9604
9180 17070 28.572596 8751723.6879 9604
7886 8608 19.588102 8751066.29411 9604
10759 11077 283.308594 8719031.95623 9604
5703 6358 448.206635 8670330.47363 9604
6357 6358 10.661377 8655288.19968 9604
6357 6496 132.572647 8647253.80425 9604
17788 17820 67.029167 8607872.98476 9604
10824 10825 30.461182 8604362.73604 9604
3509 5449 58.473766 8603509.15401 9604
10823 12323 26.850897 8594067.54957 9604
10823 11768 30.442499 8585106.3196 9604
5248 8476 40.452637 8580174.21426 9604
17084 17085 4.569092 8575286.6914 9604
6497 7458 106.559784 8560058.68515 9604
5248 8477 29.608398 8548452.71611 9604
7294 7347 140.129013 8543229.36309 9604
1940 3000 34.905308 8538164.76979 9604
3509 17700 127.32402 8524483.36254 9604
5272 13094 18.133551 8520287.10237 9604
8475 8477 71.583984 8518363.34949 9604
7458 8045 70.552505 8509632.43944 9604
10559 10560 10.661377 8508000.5654 9604
5519 5651 236.112045 8497261.78343 9604
10560 10707 38.305908 8476061.87658 9604
8505 15729 280.272919 8472863.49023 9604
5651 16604 41.23241 8465625.0144 9604
7050 7269 9.260546 8448879.69337 9604
3422 10707 117.365883 8444482.16042 9604
2333 3014 23.581331 8441031.36217 9604
13545 13959 20.653067 8439973.71659 9604
1326 2333 35.134254 8437723.40382 9604
7269 13545 191.123642 8436358.69349 9604
1109 3507 37.867191 8422751.86323 9604
3364 3422 198.003204 8413191.1179 9604
6850 7050 5.783701 8411673.48113 9604
2499 2896 40.54649 8405927.11827 9604
2707 4220 51.388954 8402055.68081 9604
3507 17900 7.585782 8400115.69426 9604
2216 3477 40.45166 8381776.34483 9604
81 10278 103.754456 8357026.77682 9604
16263 16302 4.777471 8354859.06705 9604
16302 17615 43.783714 8352619.18366 9604
81 17615 24.721397 8351541.23176 9604
1102 15763 111.496956 8334200.73185 9604
1611 8887 123.19323 8331822.51756 9604
8073 10319 69.192146 8323544.04496 9604
1102 1670 17.812983 8313534.35649 9604
4488 8887 17.257994 8308055.18031 9604
1670 2287 25.879198 8305389.68235 9604
12864 13317 15.643246 8303111.99223 9604
2721 3364 207.073975 8302012.15421 9604
2721 3255 38.155277 8297959.56643 9604
10319 10503 5.783701 8291830.72249 9604
4488 5021 108.956635 8285733.31064 9604
616 1746 33.477539 8270884.84714 9604
3577 5021 45.66386 8265613.00398 9604
2287 2867 41.443314 8262547.28377 9604
11261 14164 106.640915 8219736.11787 9604
17389 18149 26.660175 8193353.87938 9604
704 18149 25.999571 8189724.3383 9604
1321 9503 80.479507 8170061.99366 9604
10758 10759 62.445801 8159103.15588 9604
16192 16264 62.688839 8141032.0664 9604
3183 9503 61.061737 8140231.23186 9604
1746 15822 33.143715 8139176.41529 9604
11261 14569 272.387085 8122148.81948 9604
3183 9755 15.750181 8110821.289 9604
8608 9653 33.745022 8101769.95967 9604
2324 9755 4.896581 8086372.25894 9604
8958 10723 54.79195 8051189.14231 9604
7886 8609 20.961063 8039437.61492 9604
8609 9653 31.172251 8036503.09577 9604
5717 6594 50.210419 8034524.91096 9604
8381 8475 2.789795 8020523.18656 9604
8958 13564 88.389458 8016066.48161 9604
268 16264 137.751892 8003027.24275 9604
13564 16202 125.508362 7996327.98035 9604
8324 8381 1.394897 7990688.40998 9604
8045 9936 54.400391 7988976.59353 9604
6594 7075 28.797321 7986021.13462 9604
16846 18056 42.54958 7983840.23873 9604
268 605 51.200878 7979132.45571 9604
13317 14159 26.893942 7966276.72643 9604
6674 12034 159.469101 7961049.53252 9604
561 605 30.492853 7956538.49237 9604
5630 6674 32.22683 7946640.65551 9604
561 606 15.294687 7935083.2236 9409
9454 10492 73.706757 7933276.90742 9409
9936 12467 78.172905 7930800.08508 9409
2995 9454 28.157701 7930556.4407 9409
606 2995 51.108444 7929624.3191 9409
13094 13727 20.92334 7921093.55451 9409
7075 7541 26.767391 7918852.04735 9409
15730 15770 138.605896 7918307.26369 9409
2976 5630 78.12838 7912987.37954 9409
7178 11249 1.499149 7901665.66142 9409
12467 12553 147.763641 7898816.23139 9409
1215 16003 187.293793 7897826.77815 9409
10723 10758 35.058029 7896238.98624 9409
7857 12553 171.42305 7885444.00366 9409
15730 15772 92.917458 7885203.15444 9409
5626 5987 12.058353 7882720.60679 9409
1096 8324 33.551472 7878653.53956 9409
8972 9167 26.486452 7862994.74889 9409
1095 1096 35.030762 7857196.90176 9409
15772 15773 41.122559 7852754.64753 9409
3743 15773 2.513184 7821172.93517 9409
16192 16263 64.026474 7809589.75701 9409
3842 3843 201.044434 7791888.33448 9409
3743 15771 2.056152 7790215.69166 9409
1849 2249 40.092892 7776932.99582 9409
7857 14164 49.774689 7775941.09921 9409
10221 17904 61.577637 7767750.69563 9409
11949 15147 103.322762 7766623.87387 9409
3843 11218 211.725784 7759456.96306 9409
10221 17903 26.760254 7752509.38355 9409
2028 2867 39.113678 7724437.95989 9409
2324 7737 35.895546 7722792.05554 9409
1940 2028 5.353543 7717468.04054 9409
10660 16604 275.952423 7712064.81556 9409
10660 16649 2.772006 7681474.65148 9409
1215 3581 135.559891 7603373.84126 9409
7178 7666 18.189383 7593481.83325 9409
3537 15822 24.19302 7575854.05054 9409
7960 9136 306.121948 7573689.19843 9409
3581 3857 33.061195 7540208.75083 9409
3857 14951 131.006195 7529716.78934 9409
12014 18100 2.110162 7529143.121 9409
4376 4758 16.829584 7511806.00099 9409
12014 18064 10.170175 7504282.61928 9409
2044 4376 155.08345 7501320.44224 9409
5816 6910 46.075668 7443306.56073 9409
5511 6910 47.558971 7420986.7237 9409
4841 5120 18.728054 7380377.69445 9409
5120 5404 18.0916 7350361.35252 9409
5422 5524 2.789551 7344027.62107 9409
984 985 12.18457 7339589.34132 9409
5524 11949 191.153732 7316587.7622 9409
7541 10856 104.664047 7314943.88032 9409
3255 4954 54.564877 7314432.37306 9409
10856 13651 98.338539 7310012.10032 9409
13651 16426 93.851364 7292818.75483 9409
4758 5129 11.262623 7270467.64296 9409
17083 17084 469.10376 7257256.07846 9409
10810 12992 148.042404 7253702.4509 9409
5585 7054 56.873566 7221031.55178 9409
15146 15147 208.659668 7215088.9897 9409
3373 12034 127.586029 7212270.01543 9409
3373 16202 18.904297 7203904.51655 9409
15146 16137 167.006409 7201253.57463 9409
11093 12525 50.717285 7175312.0192 9409
7054 8205 30.009855 7170002.90918 9409
1321 8496 275.689453 7167787.39315 9409
11246 15763 64.715034 7152927.36594 9409
8296 8349 134.036804 7149460.26421 9409
8205 14220 187.304092 7145973.88514 9409
14220 15577 40.480316 7138427.39157 9409
11246 11728 61.832077 7136621.23892 9409
2432 13594 184.31131 7132974.0173 9409
13594 15690 97.271751 7103230.10351 9409
985 1095 68.594345 7091457.43341 9409
6895 15690 69.744141 7086325.10043 9409
8348 8349 138.598877 7049418.82087 9409
9167 9627 48.855865 7040665.10095 9409
8348 9474 27.674072 7018609.32696 9409
13821 13954 26.228056 7006654.64019 9409
6102 15577 13.251931 6998261.67407 9409
2159 3221 47.318905 6998004.95074 9409
4954 8296 101.82666 6996543.25562 9409
3221 10278 1.612087 6996249.79703 9409
7976 9474 82.001953 6988149.04514 9409
936 984 47.235935 6982820.40741 9409
1039 6102 131.33345 6977499.16112 9409
1039 2976 31.176611 6973806.80947 9409
936 1038 70.116554 6971850.26833 9409
2850 9627 114.234261 6971739.94012 9409
2850 10732 29.831139 6961510.24433 9409
10808 17770 260.463226 6958726.75679 9409
10808 10809 28.937988 6943298.86447 9409
1155 17083 138.380096 6940277.56602 9409
10809 11648 36.724075 6928859.99563 9409
3251 3252 277.197754 6925266.00404 9409
8074 16137 84.332809 6888730.18419 9409
8073 8074 22.846191 6847039.78891 9409
